YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,2,17,2,EV,5477,ELM,DTW,1146,1226,40,83,77,61,332,1343,34,0,0,null,0,0,0,34,0
2015,2,17,2,US,1988,CLT,ALB,1150,1245,55,122,106,81,646,1431,39,0,0,null,0,0,0,0,39
2015,2,17,2,WN,1072,ABQ,MCI,1150,1235,45,115,111,94,718,1526,41,0,0,null,0,0,0,41,0
2015,2,17,2,AA,2377,ICT,DFW,1152,1234,42,83,76,51,328,1350,35,0,0,null,0,0,0,35,0
2015,2,17,2,B6,759,BOS,PHL,1157,1226,29,94,110,72,280,1416,45,0,0,null,16,0,29,0,0
2015,2,17,2,AA,1192,LAX,ORD,1200,1204,4,247,273,245,1744,1837,30,0,0,null,30,0,0,0,0
2015,2,17,2,WN,211,DEN,AUS,1205,1414,129,120,106,91,775,1700,115,0,0,null,0,0,114,1,0
2015,2,17,2,MQ,2967,SAV,DFW,1205,1204,-1,185,206,169,925,1430,20,0,0,null,20,0,0,0,0
2015,2,17,2,DL,1341,ATL,GSP,1211,1258,47,55,51,25,153,1349,43,0,0,null,0,0,8,35,0
2015,2,17,2,DL,754,MSY,ATL,1215,1507,172,83,82,58,425,1729,171,0,0,null,0,0,23,148,0
2015,2,17,2,US,2056,ORD,CLT,1215,1421,126,117,112,89,599,1713,121,0,0,null,0,0,13,108,0
2015,2,17,2,AA,387,AUS,LAX,1220,1312,52,203,193,176,1242,1425,42,0,0,null,0,0,9,33,0
2015,2,17,2,UA,665,EWR,PBI,1225,1233,8,180,193,170,1023,1546,21,0,0,null,13,0,0,0,8
2015,2,17,2,UA,1027,DEN,IAD,1236,1301,25,197,189,160,1452,1810,17,0,0,null,0,0,13,4,0
2015,2,17,2,DL,1942,ATL,EWR,1240,1400,80,135,106,83,746,1546,51,0,0,null,0,0,51,0,0
2015,2,17,2,DL,788,FLL,JFK,1240,1535,175,177,149,126,1069,1804,147,0,0,null,6,0,4,137,0
2015,2,17,2,WN,1271,STL,MSP,1240,1444,124,90,87,73,448,1611,121,0,0,null,0,0,9,112,0
2015,2,17,2,MQ,3361,JFK,RDU,1240,1452,132,101,118,88,427,1650,149,0,0,null,17,0,14,118,0
2015,2,17,2,AA,902,MIA,ORD,1245,1247,2,209,223,165,1197,1530,16,0,0,null,16,0,0,0,0
2015,2,17,2,B6,324,LAX,JFK,1245,1349,64,317,310,292,2475,2159,57,0,0,null,0,0,17,40,0
2015,2,17,2,UA,1570,IAH,RSW,1250,1316,26,141,139,108,861,1635,24,0,0,null,0,0,24,0,0
2015,2,17,2,DL,2425,ATL,MSY,1255,1255,0,98,126,81,425,1401,28,0,0,null,28,0,0,0,0
2015,2,17,2,B6,2417,MCO,AUS,1256,1453,117,174,187,172,994,1700,130,0,0,null,13,0,8,109,0
2015,2,17,2,US,2131,LGA,BOS,1300,1351,51,67,55,34,184,1446,39,0,0,null,0,0,0,39,0
2015,2,17,2,EV,4489,ELP,IAH,1300,1414,74,110,101,87,667,1655,65,0,0,null,0,0,0,65,0
2015,2,17,2,OO,6408,SFO,EUG,1303,1348,45,97,81,62,451,1509,29,0,0,null,0,0,0,29,0
2015,2,17,2,OO,6239,SJC,DEN,1321,1321,0,151,166,137,948,1707,15,0,0,null,15,0,0,0,0
2015,2,17,2,WN,700,DAL,STL,1325,1418,53,95,86,76,546,1544,44,0,0,null,0,0,21,23,0
2015,2,17,2,UA,569,PDX,SFO,1328,1446,78,108,120,91,550,1646,90,0,0,null,12,0,78,0,0
2015,2,17,2,AA,1110,LGA,DFW,1329,1348,19,254,258,236,1389,1706,23,0,0,null,4,0,0,19,0
2015,2,17,2,UA,319,DEN,IAH,1331,1433,62,140,115,98,862,1728,37,0,0,null,0,0,37,0,0
2015,2,17,2,B6,1479,DCA,FLL,1335,1401,26,162,169,143,899,1650,33,0,0,null,7,0,4,22,0
2015,2,17,2,WN,2605,SFO,SNA,1335,1356,21,85,81,70,372,1517,17,0,0,null,0,0,0,17,0
2015,2,17,2,DL,1503,GEG,MSP,1335,2158,503,168,153,136,1175,231,488,0,0,null,0,0,488,0,0
2015,2,17,2,US,1875,BWI,CLT,1344,1357,13,91,127,79,361,1604,49,0,0,null,36,0,13,0,0
2015,2,17,2,US,2030,PHL,PIT,1345,1606,141,75,82,56,268,1728,148,0,0,null,7,0,11,130,0
2015,2,17,2,EV,4931,DTW,IND,1345,1421,36,76,58,42,231,1519,18,0,0,null,0,0,18,0,0
2015,2,17,2,DL,1476,DTW,MSP,1345,1402,17,111,115,83,528,1457,21,0,0,null,4,0,17,0,0
2015,2,17,2,DL,1740,LAS,SLC,1349,1814,265,79,69,54,368,2023,255,0,0,null,0,0,5,250,0
2015,2,17,2,OO,4626,SLC,IDA,1349,1416,27,61,57,34,188,1513,23,0,0,null,0,0,23,0,0
2015,2,17,2,US,630,PHX,JFK,1350,1432,42,280,298,261,2153,2130,60,0,0,null,18,0,6,36,0
2015,2,17,2,US,781,PHL,LAX,1350,1359,9,365,382,317,2402,1721,26,0,0,null,17,0,9,0,0
2015,2,17,2,UA,1684,CLE,ORD,1350,1456,66,89,72,59,315,1508,49,0,0,null,0,0,49,0,0
2015,2,17,2,B6,995,HPN,MCO,1359,1816,257,173,249,199,972,2225,333,0,0,null,76,0,6,251,0
2015,2,17,2,WN,231,BWI,MDW,1400,1422,22,130,130,108,611,1532,22,0,0,null,0,0,22,0,0
2015,2,17,2,WN,434,BWI,MEM,1400,1418,18,160,163,142,787,1601,21,0,0,null,3,0,8,10,0
2015,2,17,2,OO,5336,SFO,ONT,1400,1559,119,80,83,59,363,1722,122,0,0,null,3,0,78,41,0
2015,2,17,2,B6,561,LGA,PBI,1401,1538,97,180,193,166,1035,1851,110,0,0,null,13,0,12,85,0
2015,2,17,2,AA,1024,DFW,ABQ,1405,1435,30,110,119,96,569,1534,39,0,0,null,9,0,0,30,0
2015,2,17,2,EV,3938,MEM,ORD,1406,1458,52,118,106,83,491,1644,40,0,0,null,0,0,0,40,0
2015,2,17,2,WN,275,DEN,LAX,1415,1503,48,150,133,113,862,1616,31,0,0,null,0,0,31,0,0
2015,2,17,2,B6,424,LAX,JFK,1419,1527,68,310,317,296,2475,2344,75,0,0,null,7,0,5,63,0
2015,2,17,2,US,2002,CLT,BOS,1419,1527,68,121,134,108,728,1741,81,0,0,null,13,0,2,66,0
2015,2,17,2,AS,472,SEA,LAX,1420,1427,7,147,156,135,954,1703,16,0,0,null,9,0,7,0,0
2015,2,17,2,WN,354,BWI,MCO,1420,1425,5,150,168,139,787,1713,23,0,0,null,23,0,0,0,0
2015,2,17,2,UA,790,SFO,IAH,1420,1419,-1,229,246,195,1635,2025,16,0,0,null,16,0,0,0,0
2015,2,17,2,UA,1279,EGE,IAH,1424,1453,29,154,142,117,934,1815,17,0,0,null,0,0,0,17,0
2015,2,17,2,B6,866,SJU,ORD,1430,1512,42,317,290,275,2072,1802,15,0,0,null,0,0,2,13,0
2015,2,17,2,WN,329,MSP,DEN,1430,1504,34,135,122,106,680,1606,21,0,0,null,0,0,13,8,0
2015,2,17,2,AA,221,SFO,DFW,1440,1513,33,202,190,173,1464,2023,21,0,0,null,0,0,1,20,0
2015,2,17,2,OO,6536,SLC,DEN,1454,1514,20,89,88,58,391,1642,19,0,0,null,0,0,0,19,0
2015,2,17,2,DL,2684,LGA,BOS,1500,1549,49,72,95,44,184,1724,72,0,0,null,24,0,1,47,0
2015,2,17,2,EV,4203,VPS,IAH,1500,1507,7,122,135,114,528,1722,20,0,0,null,13,0,7,0,0
2015,2,17,2,US,2164,DCA,LGA,1500,1522,22,81,115,39,214,1717,56,0,0,null,34,0,0,22,0
2015,2,17,2,US,2172,LGA,BOS,1500,1601,61,69,87,42,184,1728,79,0,0,null,18,0,0,61,0
2015,2,17,2,WN,362,ATL,TPA,1505,1518,13,90,98,80,406,1656,21,0,0,null,8,0,0,13,0
2015,2,17,2,WN,2426,MCI,MDW,1505,1508,3,80,100,66,405,1648,23,0,0,null,23,0,0,0,0
2015,2,17,2,DL,2047,MIA,JFK,1513,1613,60,181,181,139,1089,1914,60,0,0,null,0,0,0,60,0
2015,2,17,2,B6,548,TPA,HPN,1515,1602,47,158,152,121,1032,1834,41,0,0,null,0,0,16,25,0
2015,2,17,2,EV,4369,MLU,IAH,1523,1548,25,72,78,57,262,1706,31,0,0,null,6,0,0,25,0
2015,2,17,2,WN,1625,STL,MCO,1525,1539,14,135,136,122,882,1855,15,0,0,null,1,0,1,13,0
2015,2,17,2,UA,298,EWR,MIA,1525,1556,31,194,202,177,1085,1918,39,0,0,null,8,0,25,6,0
2015,2,17,2,B6,1967,HPN,PBI,1530,1554,24,178,198,178,1056,1912,44,0,0,null,20,0,21,3,0
2015,2,17,2,EV,5363,DTW,LIT,1531,1705,94,143,131,110,705,1816,82,0,0,null,0,0,0,82,0
2015,2,17,2,EV,5586,DTW,ROC,1535,1833,178,86,94,46,296,2007,186,0,0,null,8,0,73,105,0
2015,2,17,2,EV,4200,CLE,LGA,1537,1846,189,102,85,65,419,2011,172,0,0,null,122,0,0,50,0
2015,2,17,2,UA,1740,DEN,IAD,1537,1619,42,195,180,161,1452,2119,27,0,0,null,0,0,27,0,0
2015,2,17,2,OO,5298,ORD,MKE,1538,1646,68,49,35,19,67,1721,54,0,0,null,0,0,0,54,0
2015,2,17,2,EV,6141,IAH,DAL,1545,1601,16,63,64,40,216,1705,17,0,0,null,1,0,16,0,0
2015,2,17,2,UA,1156,RSW,DEN,1550,1601,11,260,270,238,1607,1831,21,0,0,null,10,0,10,1,0
2015,2,17,2,AA,1029,JFK,DCA,1555,1720,85,81,61,45,213,1821,65,0,0,null,0,0,0,8,57
2015,2,17,2,DL,2243,TPA,MSP,1557,1718,81,207,191,171,1306,1929,65,0,0,null,0,0,0,65,0
2015,2,17,2,US,1999,CLT,BOS,1610,1738,88,125,121,92,728,1939,84,0,0,null,0,0,84,0,0
2015,2,17,2,WN,3479,PHX,PDX,1610,1641,31,170,162,151,1009,1823,23,0,0,null,0,0,23,0,0
2015,2,17,2,US,486,SAN,PHX,1615,1708,53,77,71,53,304,1919,47,0,0,null,0,0,0,47,0
2015,2,17,2,US,1723,STL,CLT,1620,1620,0,104,120,78,575,1920,16,0,0,null,16,0,0,0,0
2015,2,17,2,DL,1475,ATL,SAV,1620,1644,24,65,63,43,214,1747,22,0,0,null,0,0,16,6,0
2015,2,17,2,WN,572,SEA,OAK,1630,1644,14,120,121,106,671,1845,15,0,0,null,1,0,5,9,0
2015,2,17,2,OO,4616,ORD,SLC,1630,1726,56,217,193,171,1250,1939,32,0,0,null,0,0,16,16,0
2015,2,17,2,DL,2231,LGA,DTW,1640,1909,149,134,121,85,502,2110,136,0,0,null,0,0,56,80,0
2015,2,17,2,EV,5540,ROA,ATL,1645,1848,123,89,86,69,357,2014,120,0,0,null,0,0,0,120,0
2015,2,17,2,AS,387,SFO,PDX,1700,1739,39,100,93,77,550,1912,32,0,0,null,0,0,0,32,0
2015,2,17,2,OO,6205,DEN,COS,1700,1901,121,44,32,14,73,1933,109,0,0,null,0,0,109,0,0
2015,2,17,2,AS,771,DCA,PDX,1710,1736,26,360,364,331,2350,2040,30,0,0,null,4,0,26,0,0
2015,2,17,2,WN,921,TPA,PHX,1710,1754,44,290,275,260,1788,2029,29,0,0,null,4,0,0,25,0
2015,2,17,2,OO,5563,BOI,DEN,1712,1734,22,117,121,82,649,1935,26,0,0,null,4,0,0,22,0
2015,2,17,2,B6,121,BOS,PBI,1715,1756,41,204,251,207,1197,2207,88,0,0,null,47,0,0,30,11
2015,2,17,2,UA,1712,EWR,IAH,1715,1728,13,247,255,230,1400,2043,21,0,0,null,8,0,0,13,0
2015,2,17,2,AA,1319,SFO,DFW,1720,1959,159,196,189,169,1464,108,152,0,0,null,0,0,0,152,0
2015,2,17,2,EV,4688,MKE,IAH,1720,1917,117,183,210,148,984,2247,144,0,0,null,27,0,24,93,0
2015,2,17,2,OO,5236,ORD,MSP,1721,1822,61,89,94,59,334,1956,66,0,0,null,5,0,61,0,0
2015,2,17,2,VX,193,EWR,SFO,1729,1831,62,411,368,344,2565,2139,19,0,0,null,19,0,0,0,0
2015,2,17,2,DL,1659,LGA,ATL,1729,1911,102,171,167,137,762,2158,98,0,0,null,0,0,14,84,0
2015,2,17,2,MQ,3469,FSD,ORD,1735,1745,10,101,122,73,462,1947,31,0,0,null,21,0,2,8,0
2015,2,17,2,DL,2205,ATL,CLT,1738,1829,51,72,60,39,226,1929,39,0,0,null,0,0,12,27,0
2015,2,17,2,WN,4287,BUF,FLL,1740,1907,87,190,189,177,1165,2216,86,0,0,null,0,0,4,82,0
2015,2,17,2,UA,442,LGA,DEN,1745,1855,70,279,271,232,1620,2126,62,0,0,null,0,0,62,0,0
2015,2,17,2,DL,1421,CAE,ATL,1750,1944,114,75,86,39,192,2110,125,0,0,null,11,0,0,114,0
2015,2,17,2,US,2052,CLT,PWM,1755,1849,54,126,118,90,813,2047,46,0,0,null,0,0,46,0,0
2015,2,17,2,WN,472,SNA,SJC,1755,1910,75,75,70,54,342,2020,70,0,0,null,0,0,4,66,0
2015,2,17,2,MQ,3553,XNA,LGA,1755,1834,39,161,156,136,1147,2210,34,0,0,null,19,0,0,15,0
2015,2,17,2,US,483,PHX,GEG,1800,1918,78,164,161,146,1020,2059,75,0,0,null,0,0,0,75,0
2015,2,17,2,WN,335,DEN,MCO,1800,1831,31,200,190,175,1546,2341,21,0,0,null,0,0,12,9,0
2015,2,17,2,WN,278,TPA,DCA,1805,1919,74,135,109,91,814,2108,48,0,0,null,0,0,0,48,0
2015,2,17,2,MQ,3073,DSM,ORD,1809,1808,-1,85,114,59,299,2002,28,0,0,null,28,0,0,0,0
2015,2,17,2,UA,1450,ORD,BWI,1811,1853,42,111,105,83,622,2138,36,0,0,null,0,0,6,30,0
2015,2,17,2,WN,1078,SEA,OAK,1815,1840,25,120,117,105,671,2037,22,0,0,null,0,0,7,15,0
2015,2,17,2,DL,1118,RSW,MSP,1828,1922,54,215,212,192,1416,2154,51,0,0,null,0,0,14,37,0
2015,2,17,2,EV,4430,EWR,SAV,1829,1931,62,141,172,140,708,2223,93,0,0,null,31,0,56,6,0
2015,2,17,2,VX,769,LGA,DAL,1830,2042,132,255,241,210,1381,2343,118,0,0,null,5,0,0,113,0
2015,2,17,2,B6,1315,JAX,FLL,1831,1921,50,72,74,54,319,2035,52,0,0,null,2,0,50,0,0
2015,2,17,2,AA,1486,MIA,DCA,1835,2052,137,157,150,113,919,2322,130,0,0,null,0,0,9,121,0
2015,2,17,2,UA,586,MCI,ORD,1841,1836,-5,90,128,62,403,2044,33,0,0,null,33,0,0,0,0
2015,2,17,2,WN,442,MSY,DEN,1845,1904,19,180,176,163,1062,2100,15,0,0,null,0,0,0,15,0
2015,2,17,2,WN,438,PHX,TUL,1855,1929,34,130,123,113,935,2232,27,0,0,null,0,0,0,27,0
2015,2,17,2,DL,2577,JFK,FLL,1859,2017,78,203,188,166,1069,2325,63,0,0,null,0,0,15,48,0
2015,2,17,2,DL,2692,LGA,BOS,1859,2040,101,75,64,40,184,2144,90,0,0,null,0,0,0,90,0
2015,2,17,2,AS,155,OME,OTZ,1900,1919,19,43,45,33,183,2004,21,0,0,null,2,0,19,0,0
2015,2,17,2,US,2141,BOS,LGA,1900,1937,37,81,77,42,184,2054,33,0,0,null,0,0,33,0,0
2015,2,17,2,EV,4223,IAH,ICT,1907,1916,9,104,118,93,542,2114,23,0,0,null,14,0,6,3,0
2015,2,17,2,WN,4480,FLL,MKE,1910,2047,97,215,177,164,1243,2244,59,0,0,null,0,0,56,3,0
2015,2,17,2,DL,1274,MSP,BDL,1915,2018,63,149,164,123,1050,2,78,0,0,null,15,0,4,59,0
2015,2,17,2,EV,4594,ORD,PVD,1921,1950,29,133,122,102,849,2252,18,0,0,null,0,0,0,18,0
2015,2,17,2,EV,4395,IND,EWR,1922,2008,46,120,116,86,645,2204,42,0,0,null,0,0,0,42,0
2015,2,17,2,US,1779,PHL,CLT,1930,1956,26,106,129,103,449,2205,49,0,0,null,23,0,26,0,0
2015,2,17,2,WN,2614,LAX,PHX,1930,2044,74,75,75,59,370,2259,74,0,0,null,0,0,1,73,0
2015,2,17,2,AS,368,SEA,SMF,1935,1941,6,103,128,85,605,2149,31,0,0,null,25,0,2,4,0
2015,2,17,2,DL,2279,MSP,SJC,1935,2011,36,249,254,212,1576,2225,41,0,0,null,5,0,36,0,0
2015,2,17,2,US,2028,RIC,CLT,1935,1947,12,74,87,63,257,2114,25,0,0,null,13,0,0,11,1
2015,2,17,2,WN,893,MSP,MDW,1935,1935,0,100,120,63,349,2135,20,0,0,null,20,0,0,0,0
2015,2,17,2,US,2034,RDU,CLT,1940,2048,68,61,63,41,130,2151,70,0,0,null,2,0,11,57,0
2015,2,17,2,WN,3130,PBI,ISP,1940,2020,40,160,138,120,1052,2238,18,0,0,null,0,0,0,18,0
2015,2,17,2,B6,993,BOS,DEN,1945,2025,40,285,271,248,1754,2256,26,0,0,null,0,0,3,23,0
2015,2,17,2,DL,1339,ATL,CHA,1945,2107,82,53,40,24,106,2147,69,0,0,null,5,0,0,64,0
2015,2,17,2,OO,6299,DEN,BFL,1945,2124,99,157,130,115,845,2234,72,0,0,null,0,0,69,3,0
2015,2,17,2,OO,5641,DEN,COS,1950,2030,40,36,29,15,73,2059,33,0,0,null,0,0,33,0,0
2015,2,17,2,WN,4813,MKE,BOS,1955,2043,48,130,134,106,860,2357,52,0,0,null,4,0,0,48,0
2015,2,17,2,B6,2170,FLL,BOS,2000,2132,92,178,162,140,1237,14,76,0,0,null,0,0,12,64,0
2015,2,17,2,MQ,3102,DAY,ORD,2000,2031,31,79,107,49,240,2118,59,0,0,null,28,0,0,31,0
2015,2,17,2,UA,695,LGA,ORD,2000,2134,94,169,140,120,733,2254,65,0,0,null,0,0,0,65,0
2015,2,17,2,EV,4939,DTW,BMI,2002,1959,-3,94,144,58,313,2123,47,0,0,null,47,0,0,0,0
2015,2,17,2,WN,197,HOU,OKC,2010,2058,48,80,84,70,419,2222,52,0,0,null,4,0,0,48,0
2015,2,17,2,US,1768,CLT,MEM,2015,2157,102,113,111,92,511,2248,100,0,0,null,0,0,5,95,0
2015,2,17,2,OO,5322,FWA,ORD,2015,2131,76,65,61,38,157,2132,72,0,0,null,0,0,0,72,0
2015,2,17,2,UA,1136,ORD,IAH,2015,2048,33,166,155,127,925,2323,22,0,0,null,0,0,22,0,0
2015,2,17,2,OO,5414,SFO,RDM,2019,2154,95,93,84,64,462,2318,86,0,0,null,0,0,0,86,0
2015,2,17,2,UA,1472,EWR,MIA,2025,2040,15,195,196,166,1085,2356,16,0,0,null,1,0,15,0,0
2015,2,17,2,WN,292,ATL,TPA,2040,2121,41,90,90,69,406,2251,41,0,0,null,0,0,41,0,0
2015,2,17,2,EV,5233,LGA,MCI,2040,2158,78,213,189,168,1107,7,54,0,0,null,0,0,0,54,0
2015,2,17,2,AA,1571,SJU,MIA,2044,2228,104,163,165,143,1045,13,106,0,0,null,2,0,2,102,0
2015,2,17,2,EV,5081,ATL,BTR,2051,2101,10,94,110,77,448,2151,26,0,0,null,16,0,0,10,0
2015,2,17,2,B6,2067,HPN,PBI,2055,2156,61,172,193,176,1056,109,82,0,0,null,21,0,3,58,0
2015,2,17,2,NK,574,FLL,TPA,2055,2141,46,62,61,40,197,2242,45,0,0,null,0,0,45,0,0
2015,2,17,2,WN,241,HOU,MAF,2105,2159,54,85,83,71,441,2322,52,0,0,null,0,0,0,52,0
2015,2,17,2,MQ,3013,ORD,CVG,2105,2158,53,66,84,44,265,22,71,0,0,null,18,0,53,0,0
2015,2,17,2,DL,427,JFK,LAX,2115,2222,67,403,359,333,2475,121,23,0,0,null,0,0,23,0,0
2015,2,17,2,B6,1234,SJU,MCO,2117,2120,3,183,202,179,1189,2342,22,0,0,null,19,0,3,0,0
2015,2,17,2,AA,1264,MIA,MCO,2135,2207,32,65,61,33,192,2308,28,0,0,null,0,0,0,28,0
2015,2,17,2,EV,2526,DFW,LAW,2145,2300,75,45,41,29,140,2341,71,0,0,null,0,0,0,71,0
2015,2,17,2,B6,264,SEA,JFK,2147,2213,26,298,287,266,2422,600,15,0,0,null,0,0,0,15,0
2015,2,17,2,DL,1298,KOA,LAX,2247,2330,43,323,324,304,2504,654,44,0,0,null,1,0,0,43,0
2015,2,18,3,AA,1205,EWR,MIA,550,553,3,187,226,192,1085,939,42,0,0,null,42,0,0,0,0
2015,2,18,3,MQ,3698,MAF,DFW,559,719,80,66,75,50,309,834,89,0,0,null,9,0,80,0,0
2015,2,18,3,AA,171,JFK,LAX,600,555,-5,382,416,341,2475,951,29,0,0,null,29,0,0,0,0
2015,2,18,3,DL,2467,DAB,ATL,600,653,53,85,74,59,366,807,42,0,0,null,0,0,0,0,42
2015,2,18,3,DL,2283,DTW,ATL,600,628,28,137,137,97,594,845,28,0,0,null,0,0,28,0,0
2015,2,18,3,WN,1132,OAK,ONT,600,738,98,80,70,59,362,848,88,0,0,null,0,0,0,0,88
2015,2,18,3,EV,5978,FAR,ORD,600,606,6,119,135,82,557,821,22,0,0,null,16,0,0,0,6
2015,2,18,3,F9,609,IND,DEN,605,602,-3,177,206,148,977,728,26,0,0,null,26,0,0,0,0
2015,2,18,3,DL,774,SAT,ATL,610,606,-4,132,164,109,874,950,28,0,0,null,28,0,0,0,0
2015,2,18,3,EV,5057,AVP,DTW,613,925,192,111,87,70,399,1052,168,0,0,null,0,0,168,0,0
2015,2,18,3,WN,1024,PVD,MCO,615,615,0,200,216,188,1072,951,16,0,0,null,16,0,0,0,0
2015,2,18,3,MQ,3603,CMH,ORD,625,707,42,89,100,53,296,747,53,0,0,null,11,0,42,0,0
2015,2,18,3,NK,851,DTW,MYR,625,623,-2,114,140,101,636,843,24,0,0,null,24,0,0,0,0
2015,2,18,3,OO,4811,BNA,CVG,630,630,0,73,127,47,230,937,54,0,0,null,54,0,0,0,0
2015,2,18,3,OO,6438,AUS,ORD,637,639,2,163,177,138,978,936,16,0,0,null,14,0,2,0,0
2015,2,18,3,EV,5380,EVV,DTW,640,645,5,90,118,62,363,943,33,0,0,null,28,0,5,0,0
2015,2,18,3,DL,2410,DAL,ATL,700,653,-7,125,152,88,721,1025,20,0,0,null,20,0,0,0,0
2015,2,18,3,DL,2165,MCI,ATL,702,748,46,123,126,87,692,1054,49,0,0,null,3,0,46,0,0
2015,2,18,3,MQ,3424,BNA,ORD,704,953,169,126,145,71,409,1218,188,0,0,null,19,0,0,0,169
2015,2,18,3,DL,810,IAH,ATL,705,705,0,122,149,92,689,1034,27,0,0,null,27,0,0,0,0
2015,2,18,3,US,1773,MSP,PHL,705,744,39,163,149,129,980,1113,25,0,0,null,0,0,25,0,0
2015,2,18,3,DL,2315,CVG,ATL,710,710,0,105,138,73,373,928,33,0,0,null,33,0,0,0,0
2015,2,18,3,B6,959,BDL,FLL,715,708,-7,202,231,193,1173,1059,22,0,0,null,22,0,0,0,0
2015,2,18,3,DL,1078,PNS,ATL,715,714,-1,72,104,57,271,958,31,0,0,null,31,0,0,0,0
2015,2,18,3,EV,4575,IAH,MAF,720,722,2,96,117,69,429,919,23,0,0,null,23,0,0,0,0
2015,2,18,3,WN,4375,IND,RSW,725,855,90,160,162,122,945,1137,92,0,0,null,2,0,90,0,0
2015,2,18,3,MQ,3392,ORD,CLE,730,755,25,74,70,54,315,1005,21,0,0,null,0,0,21,0,0
2015,2,18,3,OO,6452,FAT,LAX,730,742,12,79,87,52,209,909,20,0,0,null,8,0,12,0,0
2015,2,18,3,AA,137,DCA,DFW,734,839,65,221,203,181,1192,1102,47,0,0,null,0,0,47,0,0
2015,2,18,3,US,1811,PHL,TPA,750,824,34,176,161,141,920,1105,19,0,0,null,0,0,19,0,0
2015,2,18,3,OO,4580,BNA,MSP,800,917,77,144,154,106,695,1151,87,0,0,null,10,0,0,0,77
2015,2,18,3,AA,1168,FLL,ORD,804,827,23,201,194,165,1182,1041,16,0,0,null,0,0,16,0,0
2015,2,18,3,DL,2596,ORF,ATL,805,932,87,120,118,99,516,1130,85,0,0,null,0,0,85,0,0
2015,2,18,3,EV,6153,ORD,LNK,805,938,93,103,87,69,466,1105,77,0,0,null,0,0,49,28,0
2015,2,18,3,WN,2504,RDU,STL,815,819,4,140,155,128,667,954,19,0,0,null,19,0,0,0,0
2015,2,18,3,MQ,3429,CVG,DFW,815,815,0,175,255,133,812,1130,80,0,0,null,80,0,0,0,0
2015,2,18,3,UA,217,IAD,SFO,816,1038,142,368,345,332,2419,1323,119,0,0,null,0,0,119,0,0
2015,2,18,3,WN,861,BNA,FLL,820,905,45,135,141,110,793,1226,51,0,0,null,6,0,45,0,0
2015,2,18,3,MQ,3023,CMH,ORD,825,835,10,105,116,55,296,931,21,0,0,null,11,0,10,0,0
2015,2,18,3,EV,4913,DTW,BHM,834,917,43,129,129,87,625,1026,43,0,0,null,0,0,43,0,0
2015,2,18,3,OO,5458,SBP,SFO,848,954,66,76,56,43,190,1050,46,0,0,null,46,0,0,0,0
2015,2,18,3,DL,1480,BOS,JFK,850,909,19,81,78,46,187,1027,16,0,0,null,0,0,16,0,0
2015,2,18,3,UA,1285,ORD,IAD,850,915,25,105,97,75,589,1152,17,0,0,null,0,0,16,1,0
2015,2,18,3,WN,531,MDW,HOU,855,1002,67,170,140,127,937,1222,37,0,0,null,0,0,37,0,0
2015,2,18,3,WN,995,PHX,STL,900,958,58,170,168,150,1262,1346,56,0,0,null,0,0,56,0,0
2015,2,18,3,MQ,3482,DFW,SGF,900,948,48,74,80,59,364,1108,54,0,0,null,6,0,20,28,0
2015,2,18,3,B6,208,JFK,PWM,904,1002,58,74,105,48,273,1147,89,0,0,null,31,0,58,0,0
2015,2,18,3,AA,1623,LAS,DFW,907,2209,782,163,133,115,1055,222,752,0,0,null,0,0,0,752,0
2015,2,18,3,OO,4746,CVG,BNA,933,1004,31,73,120,46,230,1104,78,0,0,null,47,0,0,31,0
2015,2,18,3,NK,801,DTW,MCO,938,940,2,156,203,134,957,1303,49,0,0,null,47,0,2,0,0
2015,2,18,3,US,652,PHX,STL,947,1023,36,175,169,149,1262,1412,30,0,0,null,0,0,30,0,0
2015,2,18,3,DL,2309,STL,ATL,950,1017,27,98,114,70,484,1311,43,0,0,null,16,0,0,27,0
2015,2,18,3,EV,4762,GRR,EWR,957,1011,14,117,120,91,605,1211,17,0,0,null,3,0,0,14,0
2015,2,18,3,DL,886,LGA,ATL,1000,1022,22,172,171,125,762,1313,21,0,0,null,0,0,21,0,0
2015,2,18,3,UA,1570,PBI,EWR,1000,1309,189,166,153,132,1023,1542,176,0,0,null,0,0,176,0,0
2015,2,18,3,OO,6279,TUS,DEN,1000,1023,23,120,124,95,639,1227,27,0,0,null,4,0,23,0,0
2015,2,18,3,EV,4898,DTW,RIC,1010,1027,17,104,110,68,456,1217,23,0,0,null,6,0,17,0,0
2015,2,18,3,AS,151,ANC,OME,1025,1034,9,95,103,86,539,1217,17,0,0,null,8,0,0,0,9
2015,2,18,3,EV,5096,DTW,SYR,1025,1120,55,90,69,49,374,1229,34,0,0,null,0,0,0,34,0
2015,2,18,3,OO,6337,TUS,DEN,1030,1155,85,120,116,96,639,1351,81,0,0,null,0,0,81,0,0
